id,name,email,phone,address,hours,url,website,mission_statement,adoption,social_media,photos,distance,_links
IL930,Traveling Tails Dog Rescue,Rescue@ttdr.org,(708) 351-0143,"{'address1': None, 'address2': None, 'city': 'Palos Heights', 'state': 'IL', 'postcode': '60463', 'country': 'US'}","{'monday': None, 'tuesday': None, 'wednesday': None, 'thursday': None, 'friday': None, 'saturday': None, 'sunday': None}",https://www.petfinder.com/member/us/il/palos-heights/traveling-tails-dog-rescue-il930/?referrer_id=a71466c4-bd24-41c3-9dc4-61144d250c56,http://www.ttdr.org,"Traveling Tails Dog Rescue is dedicated to being an active voice for abandoned, abused and neglected dogs both in the...","{'policy': None, 'url': None}","{'facebook': 'http://www.facebook.com/travelingtailsdogrescue', 'twitter': None, 'youtube': None, 'instagram': None, 'pinterest': None}","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49085/1/?bust=1562639709&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49085/1/?bust=1562639709&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49085/1/?bust=1562639709&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49085/1/?bust=1562639709'}]",23.6869,"{'self': {'href': '/v2/organizations/il930'}, 'animals': {'href': '/v2/animals?organization=il930'}}"
IL147,Wright-Way Rescue,rescue@wright-wayrescue.org,,"{'address1': None, 'address2': None, 'city': 'Morton Grove', 'state': 'IL', 'postcode': '60053', 'country': 'US'}","{'monday': None, 'tuesday': None, 'wednesday': None, 'thursday': None, 'friday': None, 'saturday': None, 'sunday': None}",https://www.petfinder.com/member/us/il/morton-grove/wright-way-rescue-il147/?referrer_id=a71466c4-bd24-41c3-9dc4-61144d250c56,http://www.wright-wayrescue.org,Wright-Way Rescue is a nonprofit 501 (c)(3) organization. Our mission is to reduce the number of homeless pet euthanized in...,"{'policy': 'WWR offers adoptions with low barriers. We have a simple adoption application and then staff will work with you to...', 'url': 'https://wright-wayrescue.org/adoption-application-page'}","{'facebook': None, 'twitter': None, 'youtube': None, 'instagram': None, 'pinterest': None}","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30086/1/?bust=1511946206&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30086/1/?bust=1511946206&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30086/1/?bust=1511946206&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30086/1/?bust=1511946206'}]",23.8553,"{'self': {'href': '/v2/organizations/il147'}, 'animals': {'href': '/v2/animals?organization=il147'}}"
IL360,Chicago English Bulldog Rescue,info@ebullymatch.com,(877) 682-2327 (CEBR),"{'address1': 'PMB#239', 'address2': None, 'city': 'Park Ridge', 'state': 'IL', 'postcode': '60068', 'country': 'US'}","{'monday': None, 'tuesday': None, 'wednesday': None, 'thursday': None, 'friday': None, 'saturday': None, 'sunday': None}",https://www.petfinder.com/member/us/il/park-ridge/chicago-english-bulldog-rescue-il360/?referrer_id=a71466c4-bd24-41c3-9dc4-61144d250c56,,"For up to the minute news check out our Facebook fan page at http://www.facebook.com/chicagoenglishbulldogrescue!  Or, if you&#039;d like to attend...","{'policy': 'ADOPTION TAKES THOUGHT AND PATIENCE. \nWe know you are excited about the thought of getting a bully.\xa0 But before you...', 'url': None}","{'facebook': None, 'twitter': None, 'youtube': None, 'instagram': None, 'pinterest': None}","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30238/1/?bust=1511946421&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30238/1/?bust=1511946421&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30238/1/?bust=1511946421&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30238/1/?bust=1511946421'}]",24.0994,"{'self': {'href': '/v2/organizations/il360'}, 'animals': {'href': '/v2/animals?organization=il360'}}"
IL503,Chicagoland Eskie Rescue,ChicagolandEskieRescue@live.com,(312) 399-2056,"{'address1': None, 'address2': None, 'city': 'Elmhurst', 'state': 'IL', 'postcode': '60126', 'country': 'US'}","{'monday': None, 'tuesday': None, 'wednesday': None, 'thursday': None, 'friday': None, 'saturday': None, 'sunday': None}",https://www.petfinder.com/member/us/il/elmhurst/chicagoland-eskie-rescue-il503/?referrer_id=a71466c4-bd24-41c3-9dc4-61144d250c56,,,"{'policy': None, 'url': None}","{'facebook': None, 'twitter': None, 'youtube': None, 'instagram': None, 'pinterest': None}","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30335/1/?bust=1518669629&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30335/1/?bust=1518669629&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30335/1/?bust=1518669629&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30335/1/?bust=1518669629'}]",24.6725,"{'self': {'href': '/v2/organizations/il503'}, 'animals': {'href': '/v2/animals?organization=il503'}}"
IL843,Underdog Railway Rescue,underdograilway@yahoo.com,(630) 863-5328,"{'address1': None, 'address2': None, 'city': 'Elmhurst', 'state': 'IL', 'postcode': '60126', 'country': 'US'}","{'monday': None, 'tuesday': None, 'wednesday': None, 'thursday': None, 'friday': None, 'saturday': None, 'sunday': None}",https://www.petfinder.com/member/us/il/elmhurst/underdog-railway-rescue-il843/?referrer_id=a71466c4-bd24-41c3-9dc4-61144d250c56,,"We are a very small foster-home based rescue in Chicago&#039;s west suburbs, run by dedicated volunteers.  Many of our dogs...","{'policy': 'For an adoption application, please email underdograilway@yahoo.com\n\nPlease note:\xa0 barring special circumstances, we limit our adoptions to the Chicago\xa0metro...', 'url': None}","{'facebook': 'http://www.facebook.com/underdograilway', 'twitter': None, 'youtube': None, 'instagram': None, 'pinterest': None}","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46208/2/?bust=1666650256&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46208/2/?bust=1666650256&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46208/2/?bust=1666650256&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46208/2/?bust=1666650256'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46208/1/?bust=1511947462&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46208/1/?bust=1511947462&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46208/1/?bust=1511947462&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46208/1/?bust=1511947462'}]",24.7116,"{'self': {'href': '/v2/organizations/il843'}, 'animals': {'href': '/v2/animals?organization=il843'}}"
IL226,"A & S Rescue, Inc.",luvapetfurever@yahoo.com,,"{'address1': None, 'address2': None, 'city': 'Wilmette', 'state': 'IL', 'postcode': '60091', 'country': 'US'}","{'monday': None, 'tuesday': None, 'wednesday': None, 'thursday': None, 'friday': None, 'saturday': None, 'sunday': None}",https://www.petfinder.com/member/us/il/wilmette/a-and-s-rescue-inc-il226/?referrer_id=a71466c4-bd24-41c3-9dc4-61144d250c56,,,"{'policy': None, 'url': None}","{'facebook': None, 'twitter': None, 'youtube': None, 'instagram': None, 'pinterest': None}",[],25.9186,"{'self': {'href': '/v2/organizations/il226'}, 'animals': {'href': '/v2/animals?organization=il226'}}"
IL673,"Roll Over Animal Rescue, Inc (ROAR)",roar4dogss@gmail.com,,"{'address1': None, 'address2': None, 'city': 'Des Plaines', 'state': 'IL', 'postcode': '60018', 'country': 'US'}","{'monday': None, 'tuesday': None, 'wednesday': None, 'thursday': None, 'friday': None, 'saturday': None, 'sunday': None}",https://www.petfinder.com/member/us/il/des-plaines/roll-over-animal-rescue-inc-roar-il673/?referrer_id=a71466c4-bd24-41c3-9dc4-61144d250c56,,,"{'policy': None, 'url': 'http://roar4dogs.org/dogs/apply-to-adopt/'}","{'facebook': None, 'twitter': None, 'youtube': None, 'instagram': None, 'pinterest': None}","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/40808/2/?bust=1511946813&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/40808/2/?bust=1511946813&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/40808/2/?bust=1511946813&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/40808/2/?bust=1511946813'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/40808/1/?bust=1497557379&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/40808/1/?bust=1497557379&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/40808/1/?bust=1497557379&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/40808/1/?bust=1497557379'}]",27.5499,"{'self': {'href': '/v2/organizations/il673'}, 'animals': {'href': '/v2/animals?organization=il673'}}"
IL769,"Peace for Pits, Inc",p4papplications@gmail.com,(312) 834-3747,"{'address1': 'PO BOX 5430', 'address2': None, 'city': 'Villa Park', 'state': 'IL', 'postcode': '60181', 'country': 'US'}","{'monday': None, 'tuesday': None, 'wednesday': None, 'thursday': None, 'friday': None, 'saturday': None, 'sunday': None}",https://www.petfinder.com/member/us/il/villa-park/peace-for-pits-inc-il769/?referrer_id=a71466c4-bd24-41c3-9dc4-61144d250c56,https://peaceforpits.org/,"Peace For Pits a Chicago area based rescue that focuses on finding loving, caring homes for “bully” breeds in need...","{'policy': 'ABOUT PEACE 4 PITS RESCUE:\r\nPlease note that we do not have a facility or shelter where you can view...', 'url': 'http://peaceforpits.org/adoptionfoster-application/'}","{'facebook': 'https://www.facebook.com/peaceforpitsrescue/', 'twitter': None, 'youtube': 'https://www.youtube.com/channel/UChpUs-lEgxqNtr0tj6e9dLg/', 'instagram': 'https://www.instagram.com/peaceforpits/?hl=en', 'pinterest': None}","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43776/1/?bust=1511947204&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43776/1/?bust=1511947204&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43776/1/?bust=1511947204&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43776/1/?bust=1511947204'}]",27.6666,"{'self': {'href': '/v2/organizations/il769'}, 'animals': {'href': '/v2/animals?organization=il769'}}"
IL201,A Caring Place - All Breed Dog Rescue,acaringplace@comcast.net,630-375-7976  ,"{'address1': 'P.O. Box 989', 'address2': None, 'city': 'Westmont', 'state': 'IL', 'postcode': '60559', 'country': 'US'}","{'monday': None, 'tuesday': None, 'wednesday': None, 'thursday': None, 'friday': None, 'saturday': None, 'sunday': None}",https://www.petfinder.com/member/us/il/westmont/a-caring-place-all-breed-dog-rescue-il201/?referrer_id=a71466c4-bd24-41c3-9dc4-61144d250c56,,,"{'policy': None, 'url': None}","{'facebook': None, 'twitter': None, 'youtube': None, 'instagram': None, 'pinterest': None}",[],27.9102,"{'self': {'href': '/v2/organizations/il201'}, 'animals': {'href': '/v2/animals?organization=il201'}}"
IL696,Lulu's Locker Rescue,luluslocker@gmail.com,,"{'address1': None, 'address2': None, 'city': 'Oak Forest', 'state': 'IL', 'postcode': '60452', 'country': 'US'}","{'monday': None, 'tuesday': None, 'wednesday': None, 'thursday': None, 'friday': None, 'saturday': None, 'sunday': '12-3pm at Cat Adoption Center in Frankfort, IL'}",https://www.petfinder.com/member/us/il/oak-forest/lulus-locker-rescue-il696/?referrer_id=a71466c4-bd24-41c3-9dc4-61144d250c56,http://www.LulusLockerRescue.org,Find out the latest happenings with Lulu&#039;s Locker at www.LulusLockerRescue.org. We also invite you to follow us on Facebook at ...,"{'policy': 'We encourage potential adopters to ask friends, family, and Lulu’s Locker about companion animal experiences in their lives. We want...', 'url': 'https://www.luluslockerrescue.org/adoption-process-application'}","{'facebook': 'http://www.facebook.com/LulusLockerRescue', 'twitter': 'https://twitter.com/lulus_locker', 'youtube': 'https://www.youtube.com/channel/UCK6a61pZ5E_BdMYgk-PJ8bw', 'instagram': 'http://www.instagram.com/luluslockerrescue/', 'pinterest': None}","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/41652/1/?bust=1511946906&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/41652/1/?bust=1511946906&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/41652/1/?bust=1511946906&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/41652/1/?bust=1511946906'}]",27.9662,"{'self': {'href': '/v2/organizations/il696'}, 'animals': {'href': '/v2/animals?organization=il696'}}"
IL652,Half-Way Home Animal Rescue,info@hwhanimalrescue.com,,"{'address1': None, 'address2': None, 'city': 'Orland Park', 'state': 'IL', 'postcode': '60462', 'country': 'US'}","{'monday': None, 'tuesday': None, 'wednesday': None, 'thursday': None, 'friday': None, 'saturday': None, 'sunday': None}",https://www.petfinder.com/member/us/il/orland-park/half-way-home-animal-rescue-il652/?referrer_id=a71466c4-bd24-41c3-9dc4-61144d250c56,http://hwhanimalrescue.com,Our Mission is to ensure that every animal is treated with the respect that they deserve; to educate our communities...,"{'policy': 'All potential adoptive parents must fill out an adoption application, have a home inspection (dogs only) and a vet reference....', 'url': 'http://www.hwhanimalrescue.com/adoption-process--application.html'}","{'facebook': 'http://facebook.com/HWHAnimalRescue', 'twitter': None, 'youtube': None, 'instagram': None, 'pinterest': None}","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/40119/1/?bust=1557517423&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/40119/1/?bust=1557517423&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/40119/1/?bust=1557517423&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/40119/1/?bust=1557517423'}]",28.4151,"{'self': {'href': '/v2/organizations/il652'}, 'animals': {'href': '/v2/animals?organization=il652'}}"
IL982,Lucky Whiskers Rescue,luckywhiskersrescue@gmail.com,,"{'address1': None, 'address2': None, 'city': 'Glenview', 'state': 'IL', 'postcode': '60025', 'country': 'US'}","{'monday': None, 'tuesday': None, 'wednesday': None, 'thursday': None, 'friday': None, 'saturday': None, 'sunday': None}",https://www.petfinder.com/member/us/il/glenview/lucky-whiskers-rescue-il982/?referrer_id=a71466c4-bd24-41c3-9dc4-61144d250c56,,Rescue and find homes for cats and kittens to qualified Adoptors,"{'policy': 'Potential Adopters must fill out an information sheet indicating pet ownership history, employment, residence, and other pertinent information useful to...', 'url': None}","{'facebook': None, 'twitter': None, 'youtube': None, 'instagram': None, 'pinterest': None}",[],28.464,"{'self': {'href': '/v2/organizations/il982'}, 'animals': {'href': '/v2/animals?organization=il982'}}"
IL117,"Cat Guardians, Inc.",catguardians@gmail.com,(630) 543-3395,"{'address1': None, 'address2': None, 'city': 'Lombard', 'state': 'IL', 'postcode': '60148', 'country': 'US'}","{'monday': 'Closed', 'tuesday': '4pm-7pm', 'wednesday': 'Closed', 'thursday': 'Closed', 'friday': 'Closed', 'saturday': '11am-3pm', 'sunday': '11am-3pm'}",https://www.petfinder.com/member/us/il/lombard/cat-guardians-inc-il117/?referrer_id=a71466c4-bd24-41c3-9dc4-61144d250c56,http://www.catguardians.org,"Cat Guardians is a no-kill, cageless shelter for cats in Lombard, IL. For over 20 years, we have matched homeless...","{'policy': None, 'url': None}","{'facebook': 'https://www.facebook.com/Cat-Guardians-102434726458941/', 'twitter': 'https://twitter.com/Cat_Guardians', 'youtube': None, 'instagram': 'https://www.instagram.com/catguardians/', 'pinterest': None}","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30068/1/?bust=1506029807&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30068/1/?bust=1506029807&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30068/1/?bust=1506029807&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30068/1/?bust=1506029807'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30068/2/?bust=1506029808&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30068/2/?bust=1506029808&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30068/2/?bust=1506029808&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/30068/2/?bust=1506029808'}]",29.2586,"{'self': {'href': '/v2/organizations/il117'}, 'animals': {'href': '/v2/animals?organization=il117'}}"
IL166,"Illinois Birddog Rescue, Inc",info@illinoisbirddogrescue.org,,"{'address1': None, 'address2': None, 'city': 'Wood Dale', 'state': 'IL', 'postcode': '60191', 'country': 'US'}","{'monday': None, 'tuesday': None, 'wednesday': None, 'thursday': None, 'friday': None, 'saturday': None, 'sunday': None}",https://www.petfinder.com/member/us/il/wood-dale/illinois-birddog-rescue-inc-il166/?referrer_id=a71466c4-bd24-41c3-9dc4-61144d250c56,http://illinoisbirddogrescue.org,,"{'policy': None, 'url': None}","{'facebook': None, 'twitter': None, 'youtube': None, 'instagram': None, 'pinterest': None}",[],29.9761,"{'self': {'href': '/v2/organizations/il166'}, 'animals': {'href': '/v2/animals?organization=il166'}}"
IL936,Little Giants Dog Rescue,lgdr@littlegiantsrescue.org,,"{'address1': None, 'address2': None, 'city': 'Lombard', 'state': 'IL', 'postcode': '60148', 'country': 'US'}","{'monday': None, 'tuesday': None, 'wednesday': None, 'thursday': None, 'friday': None, 'saturday': None, 'sunday': None}",https://www.petfinder.com/member/us/il/lombard/little-giants-dog-rescue-il936/?referrer_id=a71466c4-bd24-41c3-9dc4-61144d250c56,http://www.littlegiantsdogrescue.org,"Our mission is to rescue and care for any small breed dog in need, abandoned, abused, at-risk, or neglected and...","{'policy': 'For All Serious Inquiries please visit our website at www.littlegiantsdogrescue.org\r\n\r\nPlease fill out our adoption application.', 'url': 'https://www.littlegiantsdogrescue.org/adopt/'}","{'facebook': None, 'twitter': None, 'youtube': None, 'instagram': None, 'pinterest': None}","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49454/1/?bust=1570746550&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49454/1/?bust=1570746550&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49454/1/?bust=1570746550&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49454/1/?bust=1570746550'}]",30.1727,"{'self': {'href': '/v2/organizations/il936'}, 'animals': {'href': '/v2/animals?organization=il936'}}"
IL715,Blackdog All Breed Dog Rescue,Blackdogallbreedrescue@gmail.com,(773) 850-2364,"{'address1': None, 'address2': None, 'city': 'Glenview', 'state': 'IL', 'postcode': '60026', 'country': 'US'}","{'monday': None, 'tuesday': None, 'wednesday': None, 'thursday': None, 'friday': None, 'saturday': None, 'sunday': None}",https://www.petfinder.com/member/us/il/glenview/blackdog-all-breed-dog-rescue-il715/?referrer_id=a71466c4-bd24-41c3-9dc4-61144d250c56,,We have had many wonderful dogs &amp; puppies find their forever homes this summer! They are all thriving &amp; doing...,"{'policy': 'All Dogs &amp; puppies are up to date on their vaccinations.\xa0The adoption fee covers vaccinations, Rabies Vaccine, Bordatella, Spay...', 'url': None}","{'facebook': None, 'twitter': None, 'youtube': None, 'instagram': None, 'pinterest': None}","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42411/1/?bust=1511947010&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42411/1/?bust=1511947010&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42411/1/?bust=1511947010&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42411/1/?bust=1511947010'}]",30.3928,"{'self': {'href': '/v2/organizations/il715'}, 'animals': {'href': '/v2/animals?organization=il715'}}"
IL743,"Feral Fixers, NFP",gotfriendlies@gmail.com,(630) 881-7459,"{'address1': '330 Eisenhower Lane North', 'address2': None, 'city': 'Lombard', 'state': 'IL', 'postcode': '60148', 'country': 'US'}","{'monday': None, 'tuesday': None, 'wednesday': None, 'thursday': None, 'friday': None, 'saturday': None, 'sunday': None}",https://www.petfinder.com/member/us/il/lombard/feral-fixers-nfp-il743/?referrer_id=a71466c4-bd24-41c3-9dc4-61144d250c56,https://www.feralfixers.org/,"Feral Fixers, an organization dedicated to practicing and promoting Trap-Neuter-Return (TNR) in DuPage County, Illinois. Our Long-term goal: To reduce...","{'policy': 'All cats &amp; kittens are up to date on vaccinations, microchipped, dewormed, fixed, and FeLV/FIV tested.\xa0Brief screening questionnaire and...', 'url': 'https://www.feralfixers.org/cf-adoption-questionnaire'}","{'facebook': 'https://www.facebook.com/feralfixers/', 'twitter': 'https://twitter.com/FeralFixers', 'youtube': 'https://www.youtube.com/channel/UC0GIQJQ9w4zHXe60bqrs7eg/videos', 'instagram': 'https://www.instagram.com/feral_fixers/', 'pinterest': None}","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/5/?bust=1661525033&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/5/?bust=1661525033&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/5/?bust=1661525033&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/5/?bust=1661525033'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/1/?bust=1586980439&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/1/?bust=1586980439&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/1/?bust=1586980439&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/1/?bust=1586980439'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/2/?bust=1586980440&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/2/?bust=1586980440&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/2/?bust=1586980440&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/2/?bust=1586980440'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/3/?bust=1586980441&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/3/?bust=1586980441&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/3/?bust=1586980441&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/3/?bust=1586980441'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/4/?bust=1586980442&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/4/?bust=1586980442&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/4/?bust=1586980442&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/4/?bust=1586980442'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/6/?bust=1586980443&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/6/?bust=1586980443&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/6/?bust=1586980443&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/43052/6/?bust=1586980443'}]",30.9058,"{'self': {'href': '/v2/organizations/il743'}, 'animals': {'href': '/v2/animals?organization=il743'}}"
